Variant,Target,Threshold_Probability,Model_Net_Benefit,Treat_All_Net_Benefit,Treat_None_Net_Benefit,TP,FP
Isotonic_sensitivity,1m,0.096,0.0007007350813080869,-0.09957088232574395,0.0,60,176
Isotonic_sensitivity,1m,0.097,0.0006970778035609653,-0.10078856879565064,0.0,60,176
Isotonic_sensitivity,1m,0.098,0.0006934124165505462,-0.10200895523555713,0.0,60,176
Isotonic_sensitivity,1m,0.099,0.0006897388932759533,-0.10323205063537462,0.0,60,176
Isotonic_sensitivity,1m,0.1,0.0006879419791619547,-0.10445786402496948,0.0,60,175
Original_uncalibrated,1y,0.005,0.016284263059540723,0.016030667792662483,0.0,1064,46386
Original_uncalibrated,1y,0.006,0.01542491598291365,0.015040759007745642,0.0,1062,45549
Original_uncalibrated,1y,0.007,0.014604672689226349,0.014048856448841057,0.0,1061,44798
Original_uncalibrated,1y,0.008,0.013821814101247018,0.013054954086390291,0.0,1061,44112
Original_uncalibrated,1y,0.009,0.01305701336526534,0.012059045866497649,0.0,1060,43358
Original_uncalibrated,1y,0.01,0.012280571516240306,0.011061125710807241,0.0,1058,42707
Original_uncalibrated,1y,0.011,0.011573085419278898,0.010061187516379343,0.0,1058,42031
Original_uncalibrated,1y,0.012,0.010836317039158784,0.00905922515556596,0.0,1056,41420
Original_uncalibrated,1y,0.013,0.010115926446052482,0.008055232475885684,0.0,1055,40910
Original_uncalibrated,1y,0.014,0.009424127893398315,0.007049203299897737,0.0,1054,40365
Original_uncalibrated,1y,0.015,0.00875344772269988,0.0060411314250752995,0.0,1054,39883
Original_uncalibrated,1y,0.016,0.008063001159163969,0.0050310106236780144,0.0,1052,39396
Original_uncalibrated,1y,0.017,0.007407196221109172,0.0040188346426237725,0.0,1051,38918
Original_uncalibrated,1y,0.018,0.006689544580498957,0.003004597203359643,0.0,1047,38498
Original_uncalibrated,1y,0.019,0.006053377724037457,0.001988292001732079,0.0,1046,38059
Original_uncalibrated,1y,0.02,0.005445109940105388,0.0009699127078562943,0.0,1046,37640
Original_uncalibrated,1y,0.021,0.004838081835147605,-5.0547034015149817e-05,0.0,1046,37255
Original_uncalibrated,1y,0.022,0.004198110513612057,-0.001073093605624572,0.0,1044,36888
Original_uncalibrated,1y,0.023,0.003575785446454139,-0.0020977334148421997,0.0,1042,36512
Original_uncalibrated,1y,0.024,0.0030041525770877348,-0.003124472895800031,0.0,1042,36141
Original_uncalibrated,1y,0.025,0.002386964660360053,-0.004153318509026494,0.0,1039,35771
Original_uncalibrated,1y,0.026,0.0018138227929096265,-0.005184276741581961,0.0,1038,35418
Original_uncalibrated,1y,0.027,0.00123472916214519,-0.006217354107195098,0.0,1037,35100
Original_uncalibrated,1y,0.028,0.0006965035698227491,-0.007252557146400031,0.0,1037,34765
Original_uncalibrated,1y,0.029,0.00011716556220547555,-0.00828989242667439,0.0,1034,34421
Original_uncalibrated,1y,0.03,-0.0004129772650358389,-0.009329366542578175,0.0,1034,34114
Original_uncalibrated,1y,0.031,-0.0009518594306904583,-0.010370986115893533,0.0,1034,33839
Original_uncalibrated,1y,0.032,-0.0014914095747911617,-0.011414757795765323,0.0,1032,33520
Original_uncalibrated,1y,0.033,-0.0020092954819174898,-0.012460688258842643,0.0,1032,33245
Original_uncalibrated,1y,0.034,-0.0025456607456053604,-0.013508784209421153,0.0,1031,32983
Original_uncalibrated,1y,0.035,-0.0030436162299797183,-0.014559052379586355,0.0,1031,32708
Original_uncalibrated,1y,0.036,-0.0035590722146210153,-0.015611499529357708,0.0,1030,32444
Original_uncalibrated,1y,0.037,-0.004042202349244437,-0.016666132446833678,0.0,1030,32176
Original_uncalibrated,1y,0.038,-0.004556691768842675,-0.01772295794833766,0.0,1029,31936
Original_uncalibrated,1y,0.039,-0.0050867925528741975,-0.01878198287856486,0.0,1027,31702
Original_uncalibrated,1y,0.04,-0.005569165441776911,-0.019843214110730038,0.0,1026,31444
Original_uncalibrated,1y,0.041,-0.006045309936704237,-0.020906658546716198,0.0,1025,31190
Original_uncalibrated,1y,0.042,-0.006510460405118865,-0.02197232311722425,0.0,1025,30957
Original_uncalibrated,1y,0.043,-0.006950308641501261,-0.02304021478192354,0.0,1025,30705
Original_uncalibrated,1y,0.044,-0.007382548959714963,-0.02411034052960338,0.0,1025,30455
Original_uncalibrated,1y,0.045,-0.007829649258268328,-0.025182707378325477,0.0,1024,30210
Original_uncalibrated,1y,0.046,-0.008284589397436409,-0.02625732237557739,0.0,1023,29983
Original_uncalibrated,1y,0.047,-0.008731805952784291,-0.027334192598426895,0.0,1023,29777
Original_uncalibrated,1y,0.048,-0.009154681960976456,-0.02841332515367734,0.0,1023,29554
Original_uncalibrated,1y,0.049,-0.009586422605772006,-0.029494727178024014,0.0,1023,29348
Original_uncalibrated,1y,0.05,-0.01004976920498208,-0.030578405838211403,0.0,1022,29161
Original_uncalibrated,1y,0.051,-0.010504220900414005,-0.0316643683311916,0.0,1021,28972
Original_uncalibrated,1y,0.052,-0.01096707372285861,-0.03275262188428357,0.0,1019,28779
Original_uncalibrated,1y,0.053,-0.011386782158982676,-0.03384317375533351,0.0,1018,28571
Original_uncalibrated,1y,0.054,-0.011847983152975004,-0.03493603123287614,0.0,1015,28372
Original_uncalibrated,1y,0.055,-0.01226144461813252,-0.03603120163629718,0.0,1014,28172
Original_uncalibrated,1y,0.056,-0.01265713882360757,-0.037128692315996636,0.0,1014,27980
Original_uncalibrated,1y,0.057,-0.013091351576873456,-0.03822851065355337,0.0,1013,27810
Original_uncalibrated,1y,0.058,-0.013467192198986597,-0.03933066406189048,0.0,1013,27613
Original_uncalibrated,1y,0.059,-0.013901980702714433,-0.04043515998544189,0.0,1013,27470
Original_uncalibrated,1y,0.06,-0.014284195273489213,-0.04154200590032002,0.0,1013,27289
Original_uncalibrated,1y,0.061,-0.014698864961578371,-0.04265120931448438,0.0,1011,27108
Original_uncalibrated,1y,0.062,-0.015055916609296206,-0.043762777767911334,0.0,1011,26918
Original_uncalibrated,1y,0.063,-0.015454537373386666,-0.044876718832765033,0.0,1011,26765
Original_uncalibrated,1y,0.064,-0.01581142141651696,-0.04599304011356928,0.0,1011,26585
Original_uncalibrated,1y,0.065,-0.016181121239195417,-0.04711174924738057,0.0,1010,26405
Original_uncalibrated,1y,0.066,-0.01660377675216939,-0.048232853903962356,0.0,1008,26254
Original_uncalibrated,1y,0.067,-0.016995682821557844,-0.04935636178596016,0.0,1007,26099
Original_uncalibrated,1y,0.068,-0.017437215199988226,-0.050482280629078155,0.0,1005,25969
Original_uncalibrated,1y,0.069,-0.017841467952094837,-0.05161061820225654,0.0,1004,25830
Original_uncalibrated,1y,0.07,-0.01824406126029303,-0.052741382307850374,0.0,1002,25680
Original_uncalibrated,1y,0.071,-0.018623007675272626,-0.05387458078180929,0.0,1001,25531
Original_uncalibrated,1y,0.072,-0.018969065197925284,-0.055010221493858646,0.0,1000,25364
Original_uncalibrated,1y,0.073,-0.01937775071656711,-0.05614831234768157,0.0,998,25229
Original_uncalibrated,1y,0.074,-0.01976979480054139,-0.0572888612811024,0.0,995,25074
Original_uncalibrated,1y,0.075,-0.02016658500734933,-0.058431876266271165,0.0,993,24938
Original_uncalibrated,1y,0.076,-0.020568560950726553,-0.059577365309849376,0.0,989,24784
Original_uncalibrated,1y,0.077,-0.020959835824959933,-0.060725336453196985,0.0,987,24651
Original_uncalibrated,1y,0.078,-0.021302049843713634,-0.06187579777256055,0.0,987,24515
Original_uncalibrated,1y,0.079,-0.02167505337114665,-0.06302875737926257,0.0,985,24377
Original_uncalibrated,1y,0.08,-0.02202841744243018,-0.0641842234198922,0.0,984,24242
Original_uncalibrated,1y,0.081,-0.02239980295135788,-0.0653422040764971,0.0,982,24109
Original_uncalibrated,1y,0.082,-0.022860381781325958,-0.06650270756677651,0.0,976,23985
Original_uncalibrated,1y,0.083,-0.023220191098831642,-0.06766574214427572,0.0,975,23862
Original_uncalibrated,1y,0.084,-0.023535941153942433,-0.0688313160985817,0.0,974,23717
Original_uncalibrated,1y,0.085,-0.02388842927633781,-0.06999943775552003,0.0,974,23606
Original_uncalibrated,1y,0.086,-0.024221490087773936,-0.0711701154773532,0.0,973,23476
Original_uncalibrated,1y,0.087,-0.02461220768334573,-0.07234335766298008,0.0,971,23369
Original_uncalibrated,1y,0.088,-0.02498465664405993,-0.07351917274813687,0.0,968,23244
Original_uncalibrated,1y,0.089,-0.02534430562061708,-0.07469756920559914,0.0,966,23125
Original_uncalibrated,1y,0.09,-0.025718916066784753,-0.07587855554538553,0.0,964,23016
Original_uncalibrated,1y,0.091,-0.02606996613429104,-0.0770621403149624,0.0,963,22907
Original_uncalibrated,1y,0.092,-0.026450539275253773,-0.07824833209945024,0.0,961,22805
Original_uncalibrated,1y,0.093,-0.026785257243055395,-0.07943713952183112,0.0,959,22682
Original_uncalibrated,1y,0.094,-0.027188334506848027,-0.08062857124315766,0.0,954,22566
Original_uncalibrated,1y,0.095,-0.027547757165943463,-0.08182263596276335,0.0,953,22469
Original_uncalibrated,1y,0.096,-0.027866263717681333,-0.08301934241847436,0.0,952,22354
Original_uncalibrated,1y,0.097,-0.028214124294704945,-0.08421869938682262,0.0,951,22255
Original_uncalibrated,1y,0.098,-0.028606993441543695,-0.08542071568326035,0.0,946,22142
Original_uncalibrated,1y,0.099,-0.02892797539453414,-0.08662540016237606,0.0,945,22034
Original_uncalibrated,1y,0.1,-0.029260166585007352,-0.08783276171811204,0.0,943,21924
Original_uncalibrated,1y,0.101,-0.029584027982531628,-0.08904280928398313,0.0,942,21821
Original_uncalibrated,1y,0.102,-0.029958413765032856,-0.09025555183329713,0.0,938,21716
Original_uncalibrated,1y,0.103,-0.030318930159161928,-0.09147099837937663,0.0,936,21624
Original_uncalibrated,1y,0.104,-0.03061699447049765,-0.09268915797578217,0.0,934,21506
Original_uncalibrated,1y,0.105,-0.03093455667202242,-0.09391003971653723,0.0,933,21407
Original_uncalibrated,1y,0.106,-0.031247129592788546,-0.0951336527363544,0.0,931,21299
Original_uncalibrated,1y,0.107,-0.031561807141724546,-0.09636000621086319,0.0,930,21202
Original_uncalibrated,1y,0.108,-0.03188360581179981,-0.0975891093568395,0.0,927,21093
Original_uncalibrated,1y,0.109,-0.03220036392010915,-0.0988209714324364,0.0,926,21000
Original_uncalibrated,1y,0.11,-0.032520740549080926,-0.10005560173741666,0.0,926,20918
Original_uncalibrated,1y,0.111,-0.03286760884433787,-0.10129300961338676,0.0,925,20840
Original_uncalibrated,1y,0.112,-0.03317222170725355,-0.10253320444403245,0.0,924,20746
Original_uncalibrated,1y,0.113,-0.03351426533956928,-0.10377619565535606,0.0,919,20637
Original_uncalibrated,1y,0.114,-0.0338083730477801,-0.10502199271591517,0.0,917,20534
Original_uncalibrated,1y,0.115,-0.034149428246373084,-0.10627060513706307,0.0,915,20451
Original_uncalibrated,1y,0.116,-0.03444474250711102,-0.107522042473191,0.0,914,20359
Original_uncalibrated,1y,0.117,-0.03473659737554538,-0.10877631432197149,0.0,913,20267
Original_uncalibrated,1y,0.118,-0.03502373675258115,-0.11003343032460411,0.0,913,20182
Original_uncalibrated,1y,0.119,-0.03531940286554687,-0.11129340016606223,0.0,912,20094
Original_uncalibrated,1y,0.12,-0.03564562825709322,-0.11255623357534184,0.0,909,20004
Original_uncalibrated,1y,0.121,-0.03597384449278974,-0.11382194032571197,0.0,906,19916
Original_uncalibrated,1y,0.122,-0.03626825476367719,-0.11509053023496676,0.0,904,19824
Original_uncalibrated,1y,0.123,-0.036583873243882396,-0.1163620131656794,0.0,902,19741
Original_uncalibrated,1y,0.124,-0.036946702194062805,-0.11763639902545756,0.0,898,19662
Original_uncalibrated,1y,0.125,-0.03723384895359417,-0.11891369776720093,0.0,897,19578
Original_uncalibrated,1y,0.126,-0.037517661396744326,-0.12019391938936022,0.0,895,19487
Original_uncalibrated,1y,0.127,-0.03782931013871982,-0.12147707393619797,0.0,893,19407
Original_uncalibrated,1y,0.128,-0.03810112869658244,-0.12276317149805141,0.0,892,19321
Original_uncalibrated,1y,0.129,-0.03835514321506703,-0.12405222221159681,0.0,891,19230
Original_uncalibrated,1y,0.13,-0.03865042491003397,-0.1253442362601159,0.0,891,19161
Original_uncalibrated,1y,0.131,-0.03892741943213603,-0.1266392238737639,0.0,890,19080
Original_uncalibrated,1y,0.132,-0.039210290428700126,-0.12793719532983966,0.0,889,19002
Original_uncalibrated,1y,0.133,-0.039505274513759736,-0.12923816095305748,0.0,888,18929
Original_uncalibrated,1y,0.134,-0.039791299152591275,-0.13054213111582083,0.0,885,18841
Original_uncalibrated,1y,0.135,-0.040135035245671816,-0.13184911623849807,0.0,882,18773
Original_uncalibrated,1y,0.136,-0.04038162120964669,-0.13315912678970004,0.0,881,18687
Original_uncalibrated,1y,0.137,-0.04068487092245128,-0.1344721732865595,0.0,879,18614
Original_uncalibrated,1y,0.138,-0.04095640301885591,-0.13578826629501256,0.0,878,18538
Original_uncalibrated,1y,0.139,-0.04119913435433087,-0.13710741643008226,0.0,878,18460
Original_uncalibrated,1y,0.14,-0.04145847338855783,-0.13842963435616376,0.0,877,18382
Original_uncalibrated,1y,0.141,-0.041763362135591724,-0.13975493078731177,0.0,875,18313
Original_uncalibrated,1y,0.142,-0.04204611981192088,-0.14108331648753009,0.0,874,18244
Original_uncalibrated,1y,0.143,-0.042329605971401896,-0.1424148022710628,0.0,873,18176
Original_uncalibrated,1y,0.144,-0.042636970149322065,-0.14374939900268788,0.0,872,18116
Original_uncalibrated,1y,0.145,-0.042925638446925735,-0.14508711759801265,0.0,871,18051
Original_uncalibrated,1y,0.146,-0.043215304065257074,-0.14642796902377145,0.0,870,17987
Original_uncalibrated,1y,0.147,-0.043499284595453235,-0.14777196429812525,0.0,869,17922
Original_uncalibrated,1y,0.148,-0.043747679610243534,-0.14911911449096343,0.0,869,17853
Original_uncalibrated,1y,0.149,-0.04403122590882215,-0.1504694307242078,0.0,869,17795
Original_uncalibrated,1y,0.15,-0.04418134132633945,-0.15182292417211862,0.0,869,17699
Original_uncalibrated,1y,0.151,-0.04440971855524758,-0.15317960606160286,0.0,868,17621
Original_uncalibrated,1y,0.152,-0.04461741839460863,-0.15453948767252454,0.0,867,17538
Original_uncalibrated,1y,0.153,-0.04486938654859905,-0.15590258033801752,0.0,867,17474
Original_uncalibrated,1y,0.154,-0.045140343988426396,-0.15726889544480005,0.0,865,17405
Original_uncalibrated,1y,0.155,-0.04532271858846314,-0.1586384444334921,0.0,865,17323
Original_uncalibrated,1y,0.156,-0.04553580509507699,-0.1600112387989346,0.0,864,17245
Original_uncalibrated,1y,0.157,-0.04575667383292563,-0.1613872900905111,0.0,863,17170
Original_uncalibrated,1y,0.158,-0.04596596377584926,-0.1627666099124713,0.0,863,17098
Original_uncalibrated,1y,0.159,-0.04621685879424241,-0.16414920992425783,0.0,863,17038
Original_uncalibrated,1y,0.16,-0.046451552693590914,-0.16553510184083434,0.0,862,16969
Original_uncalibrated,1y,0.161,-0.04672866545705762,-0.16692429743301648,0.0,861,16912
Original_uncalibrated,1y,0.162,-0.046969628580683126,-0.1683168085278053,0.0,860,16846
Original_uncalibrated,1y,0.163,-0.04726197772427482,-0.16971264700872263,0.0,858,16789
Original_uncalibrated,1y,0.164,-0.047516908167260175,-0.17111182481614934,0.0,858,16733
Original_uncalibrated,1y,0.165,-0.04775045694989248,-0.17251435394766568,0.0,858,16672
Original_uncalibrated,1y,0.166,-0.04803250393315921,-0.1739202464583943,0.0,857,16619
Original_uncalibrated,1y,0.167,-0.04828523079981627,-0.17532951446134556,0.0,857,16564
Original_uncalibrated,1y,0.168,-0.048531828289300125,-0.17674217012776544,0.0,856,16503
Original_uncalibrated,1y,0.169,-0.04871265412827648,-0.17815822568748596,0.0,856,16431
Original_uncalibrated,1y,0.17,-0.04903762034910834,-0.17957769342927812,0.0,853,16381
Original_uncalibrated,1y,0.171,-0.04927377187440346,-0.1810005857012073,0.0,853,16324
Original_uncalibrated,1y,0.172,-0.04948261129928257,-0.1824269149109913,0.0,852,16256
Original_uncalibrated,1y,0.173,-0.04963218945119606,-0.18385669352636133,0.0,852,16179
Original_uncalibrated,1y,0.174,-0.04982488525185275,-0.1852899340754247,0.0,849,16099
Original_uncalibrated,1y,0.175,-0.05013050643623893,-0.1867266491470313,0.0,846,16047
Original_uncalibrated,1y,0.176,-0.050418840945091636,-0.18816685139114173,0.0,844,15996
Original_uncalibrated,1y,0.177,-0.05075023976882177,-0.18961055351919906,0.0,841,15951
Original_uncalibrated,1y,0.178,-0.05097730109399642,-0.19105776830450222,0.0,840,15891
Original_uncalibrated,1y,0.179,-0.05121054915045466,-0.19250850858258323,0.0,839,15833
Original_uncalibrated,1y,0.18,-0.05143533179574813,-0.19396278725158633,0.0,837,15769
Original_uncalibrated,1y,0.181,-0.051715868648744695,-0.1954206172726506,0.0,836,15723
Original_uncalibrated,1y,0.182,-0.05199047880311798,-0.19688201167029437,0.0,835,15676
Original_uncalibrated,1y,0.183,-0.05226784815804767,-0.19834698353280397,0.0,834,15630
Original_uncalibrated,1y,0.184,-0.052525962859421085,-0.19981554601262352,0.0,833,15580
Original_uncalibrated,1y,0.185,-0.05276181830751798,-0.2012877123267495,0.0,831,15521
Original_uncalibrated,1y,0.186,-0.05300258701532587,-0.2027634957571263,0.0,830,15468
Original_uncalibrated,1y,0.187,-0.05320371498668443,-0.20424290965104655,0.0,830,15411
Original_uncalibrated,1y,0.188,-0.05338443678000014,-0.20572596742155275,0.0,830,15350
Original_uncalibrated,1y,0.189,-0.053635732586779894,-0.2072126825478432,0.0,830,15305
Original_uncalibrated,1y,0.19,-0.053940878654254454,-0.20870306857568002,0.0,826,15255
Original_uncalibrated,1y,0.191,-0.05418999508832834,-0.21019713911780077,0.0,825,15206
Original_uncalibrated,1y,0.192,-0.054394419353743305,-0.2116949078543327,0.0,825,15152
Original_uncalibrated,1y,0.193,-0.05454985680780677,-0.21319638853321046,0.0,825,15088
Original_uncalibrated,1y,0.194,-0.05476063283336757,-0.21470159497059654,0.0,823,15028
Original_uncalibrated,1y,0.195,-0.0549784084649773,-0.2162105410513054,0.0,821,14970
Original_uncalibrated,1y,0.196,-0.05519282568051463,-0.21772324072922988,0.0,821,14920
Original_uncalibrated,1y,0.197,-0.055406068497421794,-0.21923970802777193,0.0,819,14862
Original_uncalibrated,1y,0.198,-0.05559222961704021,-0.22075995704027535,0.0,819,14807
Original_uncalibrated,1y,0.199,-0.055703251875870496,-0.22228400193046297,0.0,818,14733
Original_uncalibrated,1y,0.2,-0.05596276335129838,-0.22381185693287603,0.0,817,14690
Platt_calibrated,1y,0.005,0.016913770222991488,0.016030667792662483,0.0,1034,34024
Platt_calibrated,1y,0.006,0.016381089082264287,0.015040759007745642,0.0,1027,31668
Platt_calibrated,1y,0.007,0.015975088727412316,0.014048856448841057,0.0,1023,29488
Platt_calibrated,1y,0.008,0.015488454426198417,0.013054954086390291,0.0,1013,27615
Platt_calibrated,1y,0.009,0.015073930934510548,0.012059045866497649,0.0,1005,25970
Platt_calibrated,1y,0.01,0.014456767577786685,0.011061125710807241,0.0,985,24487
Platt_calibrated,1y,0.011,0.01390420544658564,0.010061187516379343,0.0,967,23155
Platt_calibrated,1y,0.012,0.013247455502284147,0.00905922515556596,0.0,943,21987
Platt_calibrated,1y,0.013,0.012756346964234213,0.008055232475885684,0.0,926,20887
Platt_calibrated,1y,0.014,0.012200756698631403,0.007049203299897737,0.0,905,19893
Platt_calibrated,1y,0.015,0.011759140662111985,0.0060411314250752995,0.0,889,18977
Platt_calibrated,1y,0.016,0.011324753129941882,0.0050310106236780144,0.0,873,18152
Platt_calibrated,1y,0.017,0.011070650843865555,0.0040188346426237725,0.0,865,17354
Platt_calibrated,1y,0.018,0.010820900660692065,0.003004597203359643,0.0,857,16632
Platt_calibrated,1y,0.019,0.010446299384533475,0.001988292001732079,0.0,842,15953
Platt_calibrated,1y,0.02,0.010127888490035897,0.0009699127078562943,0.0,830,15348
Platt_calibrated,1y,0.021,0.009823600860600787,-5.0547034015149817e-05,0.0,817,14720
Platt_calibrated,1y,0.022,0.00966766160779681,-0.001073093605624572,0.0,812,14168
Platt_calibrated,1y,0.023,0.009511383074806787,-0.0020977334148421997,0.0,806,13622
Platt_calibrated,1y,0.024,0.009318479369643615,-0.003124472895800031,0.0,798,13116
Platt_calibrated,1y,0.025,0.00900212314225053,-0.004153318509026494,0.0,783,12623
Platt_calibrated,1y,0.026,0.008838563050885994,-0.005184276741581961,0.0,775,12138
Platt_calibrated,1y,0.027,0.008635188300678838,-0.006217354107195098,0.0,764,11654
Platt_calibrated,1y,0.028,0.008411837173337527,-0.007252557146400031,0.0,753,11240
Platt_calibrated,1y,0.029,0.008206352674397305,-0.00828989242667439,0.0,742,10824
Platt_calibrated,1y,0.03,0.007929810028437647,-0.009329366542578175,0.0,728,10456
Platt_calibrated,1y,0.031,0.007727570359740893,-0.010370986115893533,0.0,717,10087
Platt_calibrated,1y,0.032,0.007694980179056611,-0.011414757795765323,0.0,713,9691
Platt_calibrated,1y,0.033,0.007531255589272043,-0.012460688258842643,0.0,705,9398
Platt_calibrated,1y,0.034,0.007277681240572407,-0.013508784209421153,0.0,691,9082
Platt_calibrated,1y,0.035,0.007113245818239053,-0.014559052379586355,0.0,681,8769
Platt_calibrated,1y,0.036,0.006847509865190971,-0.015611499529357708,0.0,666,8478
Platt_calibrated,1y,0.037,0.0065876530094638305,-0.016666132446833678,0.0,651,8195
Platt_calibrated,1y,0.038,0.006412086529675946,-0.01772295794833766,0.0,642,7970
Platt_calibrated,1y,0.039,0.006307165133493864,-0.01878198287856486,0.0,635,7717
Platt_calibrated,1y,0.04,0.006126898579127878,-0.019843214110730038,0.0,625,7497
Platt_calibrated,1y,0.041,0.00592516600513253,-0.020906658546716198,0.0,614,7290
Platt_calibrated,1y,0.042,0.005793467731954229,-0.02197232311722425,0.0,605,7057
Platt_calibrated,1y,0.043,0.005666572976039263,-0.02304021478192354,0.0,598,6874
Platt_calibrated,1y,0.044,0.0054485556550956426,-0.02411034052960338,0.0,585,6670
Platt_calibrated,1y,0.045,0.00531481590740603,-0.025182707378325477,0.0,577,6490
Platt_calibrated,1y,0.046,0.005179316670723953,-0.02625732237557739,0.0,568,6299
Platt_calibrated,1y,0.047,0.005094122431394605,-0.027334192598426895,0.0,562,6125
Platt_calibrated,1y,0.048,0.004889842267137135,-0.02841332515367734,0.0,549,5940
Platt_calibrated,1y,0.049,0.004829471130984121,-0.029494727178024014,0.0,543,5756
Platt_calibrated,1y,0.05,0.004793315969983753,-0.030578405838211403,0.0,538,5575
Platt_calibrated,1y,0.051,0.0047464491104125175,-0.0316643683311916,0.0,534,5430
Platt_calibrated,1y,0.052,0.0046175759793432945,-0.03275262188428357,0.0,526,5294
Platt_calibrated,1y,0.053,0.004542362042748781,-0.03384317375533351,0.0,520,5150
Platt_calibrated,1y,0.054,0.00448944626696071,-0.03493603123287614,0.0,515,5009
Platt_calibrated,1y,0.055,0.004464561152459242,-0.03603120163629718,0.0,512,4883
Platt_calibrated,1y,0.056,0.004370074489906078,-0.037128692315996636,0.0,505,4754
Platt_calibrated,1y,0.057,0.004327344579284788,-0.03822851065355337,0.0,500,4619
Platt_calibrated,1y,0.058,0.004266215615966113,-0.03933066406189048,0.0,495,4504
Platt_calibrated,1y,0.059,0.004100967363521769,-0.04043515998544189,0.0,484,4382
Platt_calibrated,1y,0.06,0.004045993307410844,-0.04154200590032002,0.0,479,4270
Platt_calibrated,1y,0.061,0.003918666276371656,-0.04265120931448438,0.0,470,4157
Platt_calibrated,1y,0.062,0.0038381202408201186,-0.043762777767911334,0.0,464,4057
Platt_calibrated,1y,0.063,0.003738285112504229,-0.044876718832765033,0.0,457,3960
Platt_calibrated,1y,0.064,0.003637231623512859,-0.04599304011356928,0.0,450,3867
Platt_calibrated,1y,0.065,0.0035529401284365688,-0.04711174924738057,0.0,444,3779
Platt_calibrated,1y,0.066,0.003553575681400665,-0.048232853903962356,0.0,442,3689
Platt_calibrated,1y,0.067,0.0035244056330750173,-0.04935636178596016,0.0,439,3609
Platt_calibrated,1y,0.068,0.0034249810220942766,-0.050482280629078155,0.0,431,3512
Platt_calibrated,1y,0.069,0.0032782102242377136,-0.05161061820225654,0.0,422,3437
Platt_calibrated,1y,0.07,0.003178285997270998,-0.052741382307850374,0.0,415,3359
Platt_calibrated,1y,0.071,0.0030908464739788054,-0.05387458078180929,0.0,409,3288
Platt_calibrated,1y,0.072,0.0030127219584720148,-0.055010221493858646,0.0,402,3200
Platt_calibrated,1y,0.073,0.0029256339960687253,-0.05614831234768157,0.0,396,3133
Platt_calibrated,1y,0.074,0.0029033749813488705,-0.0572888612811024,0.0,393,3064
Platt_calibrated,1y,0.075,0.002749049882807845,-0.058431876266271165,0.0,384,3006
Platt_calibrated,1y,0.076,0.0026640875048518364,-0.059577365309849376,0.0,378,2943
Platt_calibrated,1y,0.077,0.0025949508531231107,-0.060725336453196985,0.0,372,2872
Platt_calibrated,1y,0.078,0.0025465803522368453,-0.06187579777256055,0.0,368,2814
Platt_calibrated,1y,0.079,0.0025791363902113095,-0.06302875737926257,0.0,368,2756
Platt_calibrated,1y,0.08,0.002434441769805935,-0.0641842234198922,0.0,359,2700
Platt_calibrated,1y,0.081,0.002365415404234947,-0.0653422040764971,0.0,354,2647
Platt_calibrated,1y,0.082,0.0022703638589738244,-0.06650270756677651,0.0,348,2599
Platt_calibrated,1y,0.083,0.0021826493630840394,-0.06766574214427572,0.0,341,2537
Platt_calibrated,1y,0.084,0.0020565310694089928,-0.0688313160985817,0.0,333,2487
Platt_calibrated,1y,0.085,0.0020055528335783113,-0.06999943775552003,0.0,329,2440
Platt_calibrated,1y,0.086,0.0019684005244779614,-0.0711701154773532,0.0,324,2376
Platt_calibrated,1y,0.087,0.0019499708334026504,-0.07234335766298008,0.0,322,2335
Platt_calibrated,1y,0.088,0.0018852127869895229,-0.07351917274813687,0.0,316,2278
Platt_calibrated,1y,0.089,0.001853098204696156,-0.07469756920559914,0.0,313,2236
Platt_calibrated,1y,0.09,0.0018112216054401251,-0.07587855554538553,0.0,310,2200
Platt_calibrated,1y,0.091,0.001788592382021152,-0.0770621403149624,0.0,307,2155
Platt_calibrated,1y,0.092,0.0017421709579177524,-0.07824833209945024,0.0,304,2123
Platt_calibrated,1y,0.093,0.0016624792633051118,-0.07943713952183112,0.0,298,2079
Platt_calibrated,1y,0.094,0.0016664990217105631,-0.08062857124315766,0.0,297,2043
Platt_calibrated,1y,0.095,0.0016514491596308824,-0.08182263596276335,0.0,294,1998
Platt_calibrated,1y,0.096,0.0015154813057975227,-0.08301934241847436,0.0,286,1965
Platt_calibrated,1y,0.097,0.001529356931519574,-0.08421869938682262,0.0,286,1936
Platt_calibrated,1y,0.098,0.0014507909365762397,-0.08542071568326035,0.0,281,1905
Platt_calibrated,1y,0.099,0.0012950062019390501,-0.08662540016237606,0.0,271,1865
Platt_calibrated,1y,0.1,0.001141052860798084,-0.08783276171811204,0.0,263,1843
Platt_calibrated,1y,0.101,0.0011518923252413398,-0.08904280928398313,0.0,261,1800
Platt_calibrated,1y,0.102,0.0010551620510056096,-0.09025555183329713,0.0,255,1771
Platt_calibrated,1y,0.103,0.0010448896834513435,-0.09147099837937663,0.0,253,1739
Platt_calibrated,1y,0.104,0.0010133337999580047,-0.09268915797578217,0.0,251,1717
Platt_calibrated,1y,0.105,0.0010299475281861509,-0.09391003971653723,0.0,250,1683
Platt_calibrated,1y,0.106,0.0010169160838164383,-0.0951336527363544,0.0,248,1654
Platt_calibrated,1y,0.107,0.0010130729891644585,-0.09636000621086319,0.0,247,1630
Platt_calibrated,1y,0.108,0.000897476177816642,-0.0975891093568395,0.0,240,1604
